quote,author,tags
i hate to hear you talk about all women as if they were fine ladies instead of rational creatures. none of us want to be in calm waters all our lives.,"Jane Austen,",[]
"it is more fun to talk with someone who doesn't use long, difficult words but rather short, easy words like ""what about lunch?","A. A. Milne,",[]
it's like everyone tells a story about themselves inside their own head. always. all the time. that story makes you what you are. we build ourselves out of that story.,"Patrick Rothfuss,",[]
there are wounds that never show on the body that are deeper and more hurtful than anything that bleeds.,"Laurell K. Hamilton,",[]
"vanity and pride are different things, though the words are often used synonymously. a person may be proud without being vain. pride relates more to our opinion of ourselves, vanity to what we would have others think of us.","Jane Austen,",[]
a brave man acknowledges the strength of others.,"Veronica Roth,",[]
women who seek to be equal with men lack ambition.,Timothy Leary,[]
words can be like x-rays if you use them properly -- theyâ€™ll go through anything. you read and youâ€™re pierced.,"Aldous Huxley,",[]
"begin at the beginning,"" the king said, very gravely, ""and go on till you come to the end: then stop.","Lewis Carroll,",[]
it always shocked me when i realized that i wasnâ€™t the only person in the world who thought and felt such strange and awful things.,"John Green,",[]
"can i help you with something?""clary turned instant traitor against her gender. ""those girls on the other side of the car are staring at you.""jace assumed an air of mellow gratification. ""of course they are,"" he said, ""i am stunningly attractive.","Cassandra Clare,",[]
"if you go home with somebody, and they don't have books, don't fuck 'em!",John Waters,[]
some people have lives; some people have music.,"John Green,",[]
the journey of a thousand miles begins with a single step.,Lao Tzu,[]
we are not necessarily doubting that god will do the best for us; we are wondering how painful the best will turn out to be.,C.S. Lewis,[]
what you must understand about me is that iâ€™m a deeply unhappy person.,"John Green,",[]
"people think dreams aren't real just because they aren't made of matter, of particles. dreams are real. but they are made of viewpoints, of images, of memories and puns and lost hopes.",Neil Gaiman,[]
"tell the truth, or someone will tell it for you.","Stephanie Klein,",[]
"if you like her, if she makes you happy, and if you feel like you know her---then don't let her go.","Nicholas Sparks,",[]
"rather than love, than money, than fame, give me truth.","Henry David Thoreau,",[]
"no person is your friend who demands your silence, or denies your right to grow.",Alice Walker,[]
we live for books.,Umberto Eco,[]
"the things you do for yourself are gone when you are gone, but the things you do for others remain as your legacy.",Kalu Ndukwe Kalu,[]
life becomes easier and more beautiful when we can see the good in other people.,Roy T. Bennett,[]
"iâ€™d said it before and meant it: alive or undead, the love of my life was a badass.","Richelle Mead,",[]
"god will not look you over for medals, degrees or diplomas but for scars.",Elbert Hubbard,[]
"the most painful thing is losing yourself in the process of loving someone too much, and forgetting that you are special too.","Ernest Hemingway,",[]
art is the lie that enables us to realize the truth.,Pablo Picasso,[]
"think left and think right and think low and think high. oh, the thinks you can think up if only you try!",Dr. Seuss,[]
"do not fear to be eccentric in opinion, for every opinion now accepted was once eccentric.",Bertrand Russell,[]
"mom says it's because she has pms.do you even know what that means?""i'm not a little kid anymore. it means pissed-at- men syndrome","Nicholas Sparks,",[]
i suppose i'll have to add the force of gravity to my list of enemies.,"Lemony Snicket,",[]
life is for the living.death is for the dead.let life be like music. and death a note unsaid.,"Langston Hughes,",[]
only a true best friend can protect you from your immortal enemies.,"Richelle Mead,",[]
the only way to find true happiness is to risk being completely cut open.,"Chuck Palahniuk,",[]
"you may not control all the events that happen to you, but you can decide not to be reduced by them.","Maya Angelou,",[]
"if i were not a physicist, i would probably be a musician. i often think in music. i live my daydreams in music. i see my life in terms of music.",Albert Einstein,[]
"if cats looked like frogs we'd realize what nasty, cruel little bastards they are. style. that's what people remember.","Terry Pratchett,",[]
the best way to find out if you can trust somebody is to trust them.,Ernest Hemingway,[]
there is no surer foundation for a beautiful friendship than a mutual taste in literature.,P.G. Wodehouse,[]
some cause happiness wherever they go; others whenever they go.,Oscar Wilde (attributed to),[]
"there may be times when we are powerless to prevent injustice, but there must never be a time when we fail to protest.",Elie Wiesel,[]
the most beautiful experience we can have is the mysterious. it is the fundamental emotion that stands at the cradle of true art and true science.,"Albert Einstein,",[]
"a painter should begin every canvas with a wash of black, because all things in nature are dark except where exposed by the light.",Leonardo da Vinci,[]
"some old wounds never truly heal, and bleed again at the slightest word.","George R.R. Martin,",[]
declarations of love amuse me. especially when unrequited.,"Cassandra Clare,",[]
"people aren't born good or bad. maybe they're born with tendencies either way, but its the way you live your life that matters.","Cassandra Clare,",[]
donâ€™t grieve. anything you lose comes round in another form.,Rumi,[]
"investigation?"" isabelle laughed. ""now we're detectives? maybe we should all have code names.""""good idea,"" said jace. ""i shall be baron hotschaft von hugenstein.","Cassandra Clare,",[]
"true love is rare, and it's the only thing that gives life real meaning.","Nicholas Sparks,",[]
"the minute i heard my first love story,i started looking for you, not knowinghow blind that was.lovers don't finally meet somewhere.they're in each other all along.","Mawlana Jalal-al-Din Rumi,",[]
i love you more than there are stars in the sky and fish in the sea.,Nicholas Sparks,[]
a woman's heart should be so hidden in god that a man has to seek him just to find her.,Max Lucado,[]
"the guide says there is an art to flying"", said ford, ""or rather a knack. the knack lies in learning how to throw yourself at the ground and miss.","Douglas Adams,",[]
"you smell good, too,â€� said patchitâ€™s called a shower.â€� i was staring straight ahead. when he didnâ€™t answer, i turned sideways. â€œsoap. shampoo. hot water.â€�naked. i know the drill.","Becca Fitzpatrick,",[]
dumbledore says people find it far easier to forgive others for being wrong than being right.,"J.K. Rowling,",[]
"in heaven, all the interesting people are missing.",Friedrich Nietzsche,[]
"i know not with what weapons world war iii will be fought, but world war iv will be fought with sticks and stones.",Albert Einstein,[]
the scariest moment is always just before you start.,"Stephen King,",[]
it's kind of fun to do the impossible.,Walt Disney,[]
